id_venda,data,cliente,produto,categoria,quantidade,preco_unitario,regiao,canal_venda,desconto
263,2024-04-03,Natalia Lima,Tablet Lite,Eletronicos,1,1499.9,Nordeste,Marketplace,0.0
264,2024-12-07,Joao Gomes,Curso SQL Basico,Cursos,1,132.5,Sudeste,Online,0.3
265,2024-06-13,Joao Pereira,Monitor 24,Eletronicos,1,799.9,Sudeste,Online,0.1
266,2024-10-22,Vanessa Pereira,Tablet Lite,Eletronicos,4,1499.9,Sudeste,Online,0.0
267,2024-02-07,Marcos Souza,SSD 1TB,Eletronicos,1,459.9,Centro-Oeste,Marketplace,0.0
268,2024-09-15,Joao Souza,Camiseta Dry Fit,Moda,4,49.9,Nordeste,Online,0.0
269,2025-06-10,Lucas Gomes,Livro Python Pratico,Livros,2,79.9,Sudeste,Marketplace,0.1
270,2025-04-18,Larissa Silva,SSD 1TB,Eletronicos,3,446.1,Nordeste,Online,0.0
271,06-14-2025,Julia Ferreira,Mesa Compacta,Móveis,1,649.9,Sul,Online,0.0
272,2025-10-02,Marcos Silva,Tablet Lite,Eletronicos,4,1499.9,Centro-Oeste,Loja Fisica,0.0
273,2024-09-30,Paula Costa,Mesa Compacta,Moveis,5,649.9,Sul,Online,0.2
274,2025-03-24,William Rodrigues,Mochila Executiva,Acessorios,3,159.9,Sudeste,Loja Fisica,0.05
275,2024-01-30,Thiago Ferreira,Monitor 24,Eletronicos,1,799.9,Norte,Online,0.1
276,2025-12-27,Eduarda Santos,Luminaria LED,Casa,2,69.9,Sul,Online,0.1
277,2024-01-15,desconhecido,SSD 1TB,Eletronicos,3,459.9,Nordeste,Loja Fisica,0.15
278,2024-08-18,Carla Rodrigues,Teclado Mecanico,Eletronicos,2,249.9,Sudeste,Loja Fisica,0.15
279,2025-10-25,Diego Rodrigues,Monitor 24,Eletronicos,1,799.9,Sul,Loja Fisica,0.1
280,2025-06-05,William Santos,Mochila Executiva,Acessorios,2,159.9,Sudeste,Loja Fisica,0.0
281,2025-05-09,Natalia Oliveira,Curso SQL Basico,Cursos,5,129.9,Norte,WhatsApp,0.0
282,2025-07-18,Diego Pereira,Smartphone X,Eletronicos,2,2899.9,Sudeste,Loja Fisica,0.15
283,2025-09-05,Otavio Barbosa,Mesa Compacta,Moveis,1,649.9,Sudeste,Marketplace,0.1
284,2024-03-12,Henrique Pereira,Headset Gamer,Eletronicos,1,193.9,Sul,Online,0.05
285,2025-06-03,Henrique Silva,Camiseta Dry Fit,Moda,2,49.9,Sudeste,Loja Fisica,0.0
286,2024-11-01,Rafael Ferreira,Mochila Executiva,Acessorios,1,159.9,Sudeste,Online,0.0
287,2024-06-01,Marcos Almeida,Tablet Lite,Eletronicos,2,1499.9,Sudeste,Online,0.0
288,2024-12-19,Joao Almeida,Tablet Lite,Eletronicos,1,1499.9,,Online,0.0
289,2025-01-21,Marcos Lima,SSD 1TB,Eletronicos,1,459.9,Sudeste,Loja Fisica,0.05
290,2025-12-15,Gabriela Ferreira,Mesa Compacta,Moveis,2,-649.9,Sudeste,WhatsApp,0.0
291,2024-08-27,Larissa Silva,Livro Python Pratico,Livros,1,79.9,Sudeste,Marketplace,0.0
292,2025-04-29,William Pereira,Camiseta Dry Fit,Moda,0,49.9,Sudeste,Online,0.35
293,2025-11-10,Thiago Costa,Livro Python Pratico,Livros,1,79.9,Centro-Oeste,Marketplace,0.05
294,2024-02-07,Diego Almeida,Tablet Lite,Eletronicos,2,1499.9,Sudeste,Online,0.0
295,2024-12-05,Carla Rodrigues,Planner 2025,Papelaria,4,39.9,Nordeste,Loja Fisica,0.1
296,2025-06-22,Marcos Silva,Monitor 24,Eletronicos,1,799.9,Centro-Oeste,WhatsApp,0.05
297,2025-02-23,Thiago Costa,Headset Gamer,Eletronicos,1,199.9,Norte,Loja Fisica,0.2
298,2025-04-25,Henrique Lima,Teclado Mecanico,Eletronicos,2,249.9,Sul,Online,0.0
299,2025-12-10,Kaique Gomes,Caneca Termica,Casa,5,84.9,Sul,Online,0.0
300,2024-12-02,Vanessa Almeida,Teclado Mecanico,Eletronicos,1,249.9,Sul,Online,0.1
301,2024-11-20,Thiago Barbosa,Livro Python Pratico,Livros,2,79.9, Sudeste ,Loja Fisica,0.0
302,2025-07-08,Ana Ferreira,Tablet Lite,Eletronicos,3,1499.9,Nordeste,Online,0.0
303,2024-08-28,Thiago Gomes,Teclado Mecanico,Eletronicos,2,249.9,Sudeste,Online,0.0
304,2024-08-20,Yasmin Souza,Mochila Executiva,Acessorios,1,159.9,Sul,Online,0.1
305,2024-04-10,Thiago Barbosa,Curso SQL Básico,Cursos,0,129.9,Sudeste,Loja Fisica,0.2
306,2025-03-30,Eduarda Barbosa,Monitor 24,Eletronicos,1,775.9,Sudeste,Loja Fisica,0.0
307,2024-01-30,Ana Lima,Mochila Executiva,Acessorios,1,159.9,Sul,Online,0.0
308,2024-10-27,Julia Lima,Mouse Sem Fio,Eletronicos,1,89.9,Sudeste,Online,0.1
309,2024-05-29,Gabriela Almeida,Curso SQL Basico,Cursos,1,129.9,Sul,Loja Fisica,0.05
310,2025-08-02,Vanessa Costa,Curso SQL Basico,Cursos,1,129.9,Sudeste,WhatsApp,0.1
311,2024-06-28,Bruno Ferreira,Cadeira Office,Móveis,2,917.9,Sudeste,Online,0.05
312,2025-09-26,Vanessa Oliveira,Livro Python Pratico,Livros,1,79.9,Sudeste,Online,0.05
313,2025-08-20,Diego Oliveira,Tablet Lite,Eletronicos,1,1499.9,Sudeste,Online,0.1
314,2025-10-15,Henrique Rodrigues,Smartphone X,Eletronicos,4,2957.9,Nordeste,Online,0.0
315,2025-11-13,Lucas Rodrigues,Garrafa Termica,Casa,3,59.9,Sul,Loja Fisica,0.05
316,2025-11-24,Paula Costa,Mochila Executiva,Acessorios,2,159.9,Nordeste,Marketplace,0.1
317,2025-03-28,Julia Ferreira,Teclado Mecanico,Eletronicos,1,249.9,Centro-Oeste,Online,0.0
318,2025-10-16,Larissa Barbosa,Mochila Executiva,Acessorios,4,159.9,Sudeste,Online,0.0
319,2025-04-12,Isabela Oliveira,Garrafa Termica,Casa,3,59.9,Sul,Loja Fisica,0.2
320,2025-05-09,Carla Oliveira,Livro Python Pratico,Livros,1,79.9,Sul,Online,0.1
321,2025-08-08,,Livro Python Pratico,Livros,3,79.9,Sul,Marketplace,0.1
322,2025-12-17,Isabela Silva,mochila executiva,Acessorios,1,159.9,Sudeste,Online,0.1
323,2024-10-08,Lucas Ferreira,Livro Python Pratico,Livros,5,79.9,Sudeste,Marketplace,0.0
324,2025-09-12,Yasmin Rodrigues,Mouse Sem Fio,Eletronicos,3,89.9,Sudeste,Marketplace,0.0
325,2024-08-23,Sabrina Lima,Mochila Executiva,Acessorios,1,155.1,Nordeste,Online,0.0
326,2025-10-13,Felipe Ferreira,Luminaria LED,Casa,1,69.9,Sul,Loja Fisica,0.2
327,2025-11-25,Yasmin Gomes,Garrafa Termica,Casa,3,59.9,Sudeste,Online,0.05
328,2025/10/05,Carla Gomes,Headset Gamer,Eletronicos,2,199.9,Sudeste,Online,0.0
329,2024-11-12,Marcos Silva,Mouse Sem Fio,Eletronicos,1,91.7,Sul,Online,0.1
330,2025-01-08,Yasmin Costa,Planner 2025,Papelaria,1,39.9,Nordeste,Online,0.0
331,2024-10-29,Joao Barbosa,Teclado Mecanico,Eletronicos,1,249.9,Sudeste,WhatsApp,0.1
332,2024-06-28,Felipe Costa,Curso SQL Basico,Cursos,1,129.9,Sudeste,Loja Fisica,0.0
333,2025-01-09,Otavio Almeida,SSD 1TB,Eletronicos,3,459.9,Sudeste,Online,0.0
334,2024-06-17,Henrique Rodrigues,Garrafa Termica,Casa,4,59.9,Sudeste,Online,0.0
335,2024-12-12,Carla Rodrigues,Mochila Executiva,Acessorios,1,159.9,Centro-Oeste,Marketplace,0.0
336,2024-05-24,Gabriela Gomes,Teclado Mecanico,Eletrônicos,1,249.9,Norte,Online,0.2
337,2025-07-24,Julia Souza,Livro Python Pratico,Livros,4,79.9,Sudeste,Online,0.05
338,2024-01-15,Henrique Almeida,Livro Python Pratico,Livros,3,79.9,Nordeste,Loja Fisica,0.0
339,2025-04-10,Julia Gomes,Monitor 24,Eletronicos,2,799.9,Sudeste,Online,0.0
340,2025-08-21,Kaique Gomes,Garrafa Termica,Casa,5,59.9,Sul,Marketplace,0.0
341,2024-04-20,Vanessa Oliveira,Tenis Runner,Moda,1,299.9, Centro-Oeste ,Marketplace,0.0
342,2024-01-26,Sabrina Almeida,Tablet Lite,Eletronicos,1,1499.9,Sudeste,Loja Fisica,0.15
343,2025-09-16,Gabriela Gomes,Camiseta Dry Fit,Moda,1,49.9,Sudeste,Online,0.1
344,2025-10-12,Marcos Barbosa,Teclado Mecanico,Eletronicos,2,242.4,Norte,Online,0.1
345,2025-10-26,Larissa Souza,mochila executiva,Acessorios,1,159.9,Norte,WhatsApp,0.1
346,2024-02-16,Ana Santos,Headset Gamer,Eletronicos,1,199.9,Centro-Oeste,Marketplace,0.1
347,2024-04-28,Carla Oliveira,Tablet Lite,Eletronicos,1,1499.9,Nordeste,Loja Fisica,0.1
348,2024-05-18,Kaique Rodrigues,SSD 1TB,Eletronicos,1,459.9,Nordeste,WhatsApp,0.0
349,2025-11-17,Yasmin Barbosa,Tenis Runner,Moda,2,299.9,Sudeste,Online,0.0
350,2025-03-05,Rafael Barbosa,SSD 1TB,Eletronicos,2,469.1,Sudeste,Loja Fisica,0.0
351,2025-02-28,Thiago Souza,Headset Gamer,Eletronicos,2,199.9,Centro-Oeste,WhatsApp,0.05
352,2025-09-22,Larissa Santos,Tablet Lite,Eletronicos,2,1499.9,Sul,Loja Fisica,0.0
353,2025-12-07,Julia Oliveira,Mouse Sem Fio,Eletronicos,1,89.9,Sudeste,Online,0.0
354,2025-03-31,Gabriela Lima,Smartphone X,Eletronicos,4,2899.9,Nordeste,Online,0.0
355,2025-12-03,Julia Almeida,Monitor 24,Eletronicos,2,799.9,Centro-Oeste,Marketplace,0.15
356,2024-03-03,Kaique Santos,Tenis Runner,Moda,3,299.9,Centro-Oeste,Marketplace,0.05
357,2024-05-05,Marcos Souza,Mesa Compacta,Móveis,2,649.9,Sudeste,Loja Fisica,0.0
358,2025-10-19,Thiago Ferreira,Mesa Compacta,Moveis,5,649.9,Sul,Online,0.0
359,2024-02-21,Joao Oliveira,Notebook Pro 14,Eletronicos,2,4200.0,Sul,Online,0.05
360,2025-08-01,Felipe Souza,Headset Gamer,Eletronicos,2,199.9,Sudeste,Loja Fisica,0.05
361,2024-07-31,Rafael Oliveira,SSD 1TB,Eletronicos,1,459.9,Sudeste,Marketplace,0.05
362,2024-12-02,Diego Ferreira,Luminaria LED,Casa,1,69.9,Sudeste,Online,0.0
363,2024-10-10,Diego Costa,Notebook Pro 14,Eletronicos,5,4200.0,Nordeste,Online,0.1
364,2024-09-13,Eduarda Souza,SSD 1TB,Eletronicos,1,459.9,Sudeste,Loja Fisica,0.0
365,2024-05-14,Lucas Lima,Notebook Pro 14,Eletronicos,2,4074.0,Sudeste,Online,0.1
366,2025-08-25,Joao Silva,Luminaria LED,Acessorios,2,69.9,Nordeste,WhatsApp,0.0
367,2024-09-28,Ana Costa,Cadeira Office,Moveis,1,899.9,Centro-Oeste,Marketplace,0.2
368,2025-06-22,Carla Barbosa,Curso SQL Basico,Cursos,1,129.9,Sudeste,Marketplace,0.05
369,2025-05-02,Marcos Lima,Teclado Mecanico,Eletronicos,1,249.9, Sudeste ,Online,0.05
370,2025-08-30,Carla Rodrigues,Webcam HD,Eletronicos,2,179.9,Nordeste,Loja Fisica,0.05
371,2024-08-14,Sabrina Silva,Webcam HD,Eletronicos,1,179.9,Sudeste,Loja Fisica,0.05
372,2024-11-04,Marcos Gomes,Webcam HD,Eletronicos,2,179.9,Sul,Online,0.1
373,2024-03-03,Natalia Pereira,Notebook Pro 14,Eletronicos,1,4200.0,Norte,Online,0.1
374,2025-12-03,Carla Rodrigues,Curso SQL Basico,Cursos,2,129.9,Sudeste,Online,0.0
375,2024-03-16,Bruno Lima,Smartphone X,Eletronicos,1,2899.9,Nordeste,Online,-0.1
376,2024-05-31,Bruno Costa,Caneca Termica,Casa,6,84.9,Sudeste,Online,0.05
377,2025-10-01,Thiago Ferreira,Garrafa Termica,Casa,2,59.9,Sul,Online,0.05
378,2025-12-30,Joao Pereira,SSD 1TB,Eletronicos,1,446.1,Sudeste,Online,0.0
379,2025-06-27,Isabela Rodrigues,Caneca Termica,Casa,2,84.9,Sudeste,Online,0.2
380,2025-09-11,Larissa Souza,Webcam HD,Eletronicos,1,179.9,Sul,Marketplace,0.0
381,2025-11-01,Thiago Almeida,Monitor 24,Eletronicos,1,799.9,Sudeste,Online,0.0
382,2025-03-16,Marcos Oliveira,Mesa Compacta,Moveis,1,649.9,Sudeste,Loja Fisica,0.1
383,2024-12-13,Marcos Pereira,Curso SQL Basico,Cursos,2,132.5,Nordeste,Marketplace,0.1
384,2024-04-07,Joao Pereira,Curso SQL Basico,Cursos,1,129.9,Norte,Online,
385,2025-11-12,Henrique Lima,Camiseta Dry Fit,Moda,1,49.9,Centro-Oeste,Marketplace,0.0
386,2025-12-04,Natalia Souza,Headset Gamer,Eletronicos,1,199.9,Sudeste,Online,0.0
387,2024-03-28,Bruno Pereira,Teclado Mecânico,Eletronicos,1,249.9,Sudeste,Online,0.0
388,2025-01-16,Diego Almeida,Monitor 24,Eletronicos,1,799.9,Sudeste,WhatsApp,0.05
389,2025-08-23,Paula Almeida,Mouse Sem Fio,Eletronicos,2,89.9,Centro-Oeste,Loja Física,0.2
390,2025-11-17,Carla Pereira,Camiseta Dry Fit,Moda,1,49.9,Sudeste,Online,0.2
391,2025-11-12,Larissa Barbosa,Tenis Runner,Moda,1,299.9,Nordeste,Online,0.0
392,2024-10-21,Sabrina Santos,Mouse Sem Fio,Eletronicos,3,89.9,Sudeste,Online,0.15
393,2024-04-16,Rafael Almeida,Tenis Runner,Moda,1,299.9,Sudeste,Loja Fisica,0.0
394,2024-06-07,Vanessa Rodrigues,Mesa Compacta,Moveis,1,649.9,Nordeste,WhatsApp,0.15
395,2024-04-20,Julia Almeida,Luminaria LED,Casa,1,67.8,Sudeste,Loja Fisica,0.05
396,2024-04-27,Henrique Ferreira,Tenis Runner,Moda,1,299.9,Sul,Online,0.0
397,2025-03-15,Paula Ferreira,Luminaria LED,Casa,0,69.9,Centro-Oeste,Online,0.0
398,2025-11-22,Thiago Almeida,Caneca Termica,Casa,1,84.9,Sul,Marketplace,0.15
399,2025-09-15,Vanessa Barbosa,Notebook Pro 14,Eletronicos,1,4074.0,Sul,Marketplace,0.0
400,2024-01-30,Eduarda Santos,Garrafa Termica,Casa,6,59.9,Sudeste,Loja Física,0.0
401,2024-12-13,Julia Silva,Mochila Executiva,Acessorios,2,159.9,Sudeste,Marketplace,0.2
402,2024-05-26,Rafael Gomes,Cadeira Office,Moveis,1,899.9,Centro-Oeste,Marketplace,0.05
403,2024-03-12,Diego Barbosa,Livro Python Pratico,Livros,2,79.9,Sudeste,Marketplace,0.05
404,2024-04-03,Yasmin Almeida,Notebook Pro 14,Eletronicos,2,4200.0,Sudeste,Online,0.15
405,2025-01-20,Larissa Rodrigues,Mesa Compacta,Moveis,1,649.9,Sul,Online,0.0
406,2024-06-10,Julia Santos,Camiseta Dry Fit,Moda,4,49.9,Nordeste,Online,0.05
407,2025-08-04,Sabrina Souza,Camiseta Dry Fit,Moda,5,50.9,Sudeste,WhatsApp,0.0
408,2024-06-08,Eduarda Ferreira,Mouse Sem Fio,Eletronicos,4,89.9,Nordeste,Marketplace,0.0
409,2025-11-21,Bruno Santos,Mouse Sem Fio,Eletronicos,3,87.2,Sudeste,Loja Fisica,0.15
410,2025-11-08,Larissa Rodrigues,Smartphone X,Eletronicos,2,2899.9,Nordeste,Marketplace,0.1
411,2025-03-28,Larissa Santos,Caneca Termica,Casa,2,84.9,Sudeste,Marketplace,0.05
412,2025-06-08,Carla Lima,Mesa Compacta,Moveis,1,649.9,Sul,Online,0.0
413,2024-04-23,Isabela Gomes,Curso SQL Basico,Cursos,2,129.9,Nordeste,Online,0.0
414,2025-05-13,Otavio Gomes,Planner 2025,Papelaria,0,39.9,Sudeste,Loja Fisica,0.0
415,2024-02-16,Gabriela Pereira,Mochila Executiva,Acessorios,1,159.9,Sul,Loja Fisica,0.0
416,2024-02-26,Lucas Oliveira,Caneca Termica,Casa,4,84.9,Norte,Online,0.15
417,2024-08-04,Diego Santos,Mochila Executiva,Acessorios,2,159.9,Centro-Oeste,Loja Fisica,0.1
418,2024-12-01,Carla Silva,Mochila Executiva,Acessorios,1,159.9,Nordeste,Online,0.0
419,2025-03-16,Eduarda Costa,Tablet Lite,Eletronicos,4,1499.9,Sul,Marketplace,0.1
420,2025-06-29,William Oliveira,Livro Python Pratico,Livros,1,79.9,Sul,Loja Fisica,0.05
421,2025-07-26,Vanessa Lima,Webcam HD,Eletronicos,1,179.9,Sudeste,Marketplace,0.05
422,2025-02-10,Yasmin Silva,Teclado Mecanico,Eletronicos,5,249.9,Nordeste,Online,0.0
423,2024-01-20,Marcos Souza,Curso SQL Básico,Cursos,3,129.9,Centro-Oeste,Marketplace,0.0
424,2025-08-12,Larissa Ferreira,Camiseta Dry Fit,Moda,5,49.9,Norte,WhatsApp,0.1
425,2025-12-27,Thiago Pereira,Livro Python Pratico,Livros,2,79.9,Centro-Oeste,Marketplace,1.2
426,2024-04-27,Kaique Silva,Mochila Executiva,Acessorios,1,159.9,Nordeste,Online,0.0
427,2024-06-24,Sabrina Rodrigues,Camiseta Dry Fit,Moda,3,48.4,Centro-Oeste,Online,0.1
428,2024-03-31,Larissa Souza,Tenis Runner,Moda,3,299.9,Sul,Loja Fisica,0.05
429,2025-03-22,Rafael Pereira,Luminaria LED,Casa,1,67.8,Norte,Online,0.1
430,2024-03-21,Kaique Santos,Webcam HD,Eletronicos,2,174.5,Sul,Marketplace,0.05
431,2024-08-14,Joao Costa,Camiseta Dry Fit,Moda,3,49.9,Nordeste,Online,0.15
432,2025-06-06,Thiago Souza,Teclado Mecanico,Eletronicos,2,249.9,Sul,Loja Fisica,0.05
433,2025-06-06,Felipe Lima,Webcam HD,Eletronicos,1,179.9,Sudeste,Marketplace,0.05
434,2025-10-22,Diego Oliveira,Tenis Runner,Moda,1,299.9,Sudeste,Loja Fisica,0.05
435,2024-05-29,Henrique Oliveira,Monitor 24,Eletronicos,1,799.9,Sudeste,Online,0.35
436,2025-09-08,Diego Gomes,Cadeira Office,Moveis,2,899.9,Sul,Loja Fisica,0.1
437,2024-06-30,Thiago Rodrigues,Teclado Mecanico,Eletronicos,2,249.9,Norte,Online,0.0
438,2025-07-31,Rafael Rodrigues,Smartphone X,Eletronicos,1,2899.9,Nordeste,Online,0.2
439,2025-10-20,Thiago Ferreira,Planner 2025,Papelaria,1,39.9,Sudeste,Online,0.0
440,2025-10-04,Joao Costa,Camiseta Dry Fit,Moda,1,49.9,Nordeste,Online,0.0
441,2024-03-10,Natalia Rodrigues,Smartphone X,Eletronicos,2,2899.9,Sudeste,Loja Fisica,0.0
442,2024-10-08,Rafael Silva,Mochila Executiva,Acessorios,1,159.9,Nordeste,Loja Fisica,0.0
443,2025-06-03,Bruno Santos,Tenis Runner,Moda,1,305.9,Sul,Loja Física,0.1
444,2025-04-07,ANA SILVA,Smartphone X,Eletronicos,1,2899.9,Centro-Oeste,Online,0.0
445,2024-10-20,Bruno Gomes,Tenis Runner,Moda,3,299.9,Sudeste,Loja Fisica,0.0
446,2025-09-21,Sabrina Almeida,Teclado Mecanico,Eletronicos,4,242.4,Sul,Online,0.05
447,2025-04-18,Rafael Almeida,Livro Python Pratico,Livros,1,79.9,Norte,Loja Fisica,0.1
448,2025-04-05,Rafael Gomes,Mouse Sem Fio,Eletronicos,3,89.9,Sudeste,Online,0.0
449,2024-11-25,Sabrina Rodrigues,Mesa Compacta,Moveis,1,649.9,Nordeste,Online,0.2
450,2024-06-03,Ana Rodrigues,Webcam HD,Eletronicos,2,179.9,Sudeste,Loja Fisica,0.0
451,2024-12-17,William Souza,Monitor 24,Eletronicos,3,799.9,Sudeste,Marketplace,0.1
452,2025-10-23,Eduarda Silva,Webcam HD,Eletronicos,3,174.5,Norte,Loja Fisica,0.0
453,2025-12-25,Marcos Rodrigues,Luminaria LED,Casa,1,67.8,Centro-Oeste,Loja Fisica,0.05
454,2025-06-19,Sabrina Costa,Webcam HD,Eletronicos,1,1799.0,Sudeste,Online,0.1
455,2025-01-16,Isabela Pereira,Tenis Runner,Moda,3,299.9,Sudeste,Online,0.1
456,2024-12-12,Vanessa Ferreira,Curso SQL Basico,Cursos,1,129.9,Sudeste,Online,
457,2025-10-08,Thiago Lima,Mouse Sem Fio,Eletronicos,6,89.9,Sudeste,Online,0.05
458,2024-12-03,Carla Almeida,Teclado Mecânico,Eletronicos,2,249.9,Sudeste,Loja Fisica,0.0
459,2024-10-17,Henrique Barbosa,Livro Python Pratico,Livros,1,79.9,Nordeste,Marketplace,0.0
460,2024-06-02,Joao Souza,Caneca Termica,Casa,4,84.9,Sudeste,Online,0.0
461,2025-11-10,Diego Lima,Planner 2025,Papelaria,4,40.7,Sudeste,Online,0.0
462,2025-11-02,William Gomes,Mochila Executiva,Acessorios,1,155.1,Sudeste,Online,0.05
463,2024-05-12,Sabrina Barbosa,Livro Python Pratico,Livros,1,77.5,Sul,Online,0.0
464,2024-11-13,Paula Pereira,Teclado Mecanico,Eletronicos,1,249.9,Nordeste,Online,0.1
465,2024-05-10,Vanessa Barbosa,Camiseta Dry Fit,Moda,6,49.9,Nordeste,WhatsApp,0.0
466,2024-04-05,Thiago Gomes,Webcam HD,Eletronicos,2,183.5,Sul,WhatsApp,0.0
467,2025-06-04,Julia Silva,Curso SQL Basico,Cursos,1,129.9,Sudeste,Online,0.05
468,2024-11-12,Eduarda Oliveira,Tenis Runner,Cursos,1,299.9,Sudeste,Marketplace,0.15
469,05-12-2025,Felipe Oliveira,Camiseta Dry Fit,Moda,2,49.9,Nordeste,Online,
470,2024-06-07,Bruno Santos,Headset Gamer,Eletronicos,4,199.9,N/A,Online,0.05
471,2025-06-03,Paula Barbosa,Monitor 24,Eletronicos,1,815.9,Sudeste,Loja Fisica,0.0
472,2024-02-08,Vanessa Lima,Webcam HD,Eletronicos,3,179.9,Sudeste,Loja Fisica,0.05
473,2024-05-14,Sabrina Pereira,Caneca Termica,Casa,1,86.6,Sudeste,Loja Fisica,0.0
474,2024-06-15,Eduarda Barbosa,Headset Gamer,Eletronicos,3,199.9,Sudeste,Loja Fisica,0.15
475,2024-06-18,Yasmin Rodrigues,Caneca Termica,Casa,1,84.9,Sudeste,Online,0.15
476,2025-02-24,Julia Gomes,Mouse Sem Fio,Eletronicos,3,89.9,Sul,Loja Fisica,0.15
477,2025-03-30,Sabrina Santos,Luminaria LED,Casa,1,69.9,Centro-Oeste,Online,0.1
478,2024-08-27,Paula Oliveira,Smartphone X,Eletronicos,1,2957.9,Sudeste,Loja Fisica,0.15
479,2025-04-25,Felipe Lima,Mochila Executiva,Acessorios,1,163.1,Sul,Marketplace,0.05
480,2025-03-27,Marcos Santos,Planner 2025,Papelaria,1,39.9,Sul,Online,0.15
481,2025-05-29,Otavio Pereira,Livro Python Pratico,Livros,1,79.9,Sul,Online,0.05
482,2024-07-23,Sabrina Costa,Cadeira Office,Moveis,4,899.9,Norte,Online,0.1
483,2024-02-23,Thiago Rodrigues,Garrafa Termica,Casa,1,59.9,Centro-Oeste,Online,0.1
484,2025-07-21,Carla Barbosa,Tenis Runner,Moda,1,299.9,Sul,Online,0.2
485,2024-05-07,Isabela Souza,Webcam HD,Eletronicos,2,179.9,Centro-Oeste,Online,0.1
486,2024-10-06,Marcos Almeida,Cadeira Office,Moveis,2,899.9,Nordeste,Marketplace,0.1
487,2025-03-23,Bruno Oliveira,Headset Gamer,Eletronicos,2,199.9,Sul,Loja Física,0.0
488,2024-12-23,Lucas Pereira,Smartphone X,Eletronicos,1,2899.9,Sudeste,Online,0.0
489,2025-02-09,Otavio Lima,Mouse Sem Fio,Eletronicos,5,89.9,Sul,Online,0.2
490,2025-01-30,Bruno Lima,Luminaria LED,Casa,1,69.9,Norte,Loja Fisica,0.1
491,2024-01-29,Joao Souza,Luminaria LED,Casa,1,69.9,Norte,Online,0.0
492,2024-05-29,Diego Silva,Camiseta Dry Fit,Moda,5,49.9,Sul,Online,0.15
493,2025-04-28,William Costa,Mochila Executiva,Acessorios,1,159.9,Nordeste,Loja Fisica,0.2
494,2025-04-04,Sabrina Silva,Tablet Lite,Eletronicos,1,1499.9,Sudeste,Online,0.15
495,2024-01-20,Henrique Oliveira,Teclado Mecanico,Eletronicos,1,249.9,Sudeste,Loja Fisica,0.0
496,2025-07-15,Yasmin Ferreira,Headset Gamer,Eletronicos,1,199.9,Sudeste,Marketplace,0.1
497,2025-03-09,Carla Santos,Webcam HD,Eletronicos,1,179.9,Nordeste,Marketplace,0.0
498,2024-11-04,Carla Silva,Luminaria LED,Casa,1,69.9,Nordeste,Loja Fisica,0.0
499,2025-03-05,Thiago Ferreira,Luminaria LED,Casa,1,69.9,Norte,Loja Fisica,0.0
500,2024-03-05,Carla Rodrigues,Smartphone X,Eletronicos,2,2899.9,Norte,Marketplace,0.0
501,2025-07-02,Lucas Gomes,Caneca Termica,Casa,2,84.9,Nordeste,Online,0.0
502,2025-08-11,Gabriela Barbosa,Webcam HD,Eletronicos,1,179.9,Sudeste,Marketplace,0.0
503,2024-10-25,Larissa Silva,Headset Gamer,Eletronicos,1,199.9,Sul,Online,0.1
504,2024-12-27,Gabriela Ferreira,Caneca Termica,Casa,4,84.9,Sudeste,Online,0.0
505,2024-07-10,Vanessa Gomes,Curso SQL Basico,Cursos,2,129.9,Sul,Marketplace,0.2
506,2025-06-20,Julia Souza,Teclado Mecanico,Eletrônicos,1,242.4,Nordeste,Marketplace,0.05
507,2025-07-11,Otavio Almeida,Webcam HD,Eletronicos,1,179.9,Sul,Loja Fisica,0.0
508,2024-01-21,Kaique Rodrigues,SSD 1TB,Eletronicos,1,459.9,Sudeste,Online,0.0
509,2025-10-12,Kaique Lima,Mouse Sem Fio,Eletronicos,5,89.9,Sul,Online,0.1
510,2024-01-17,Julia Souza,Garrafa Termica,Casa,1,59.9,Sudeste,Loja Fisica,0.0
511,2024-09-03,Yasmin Gomes,Tenis Runner,Moda,2,299.9,Sudeste,Online,0.05
512,2025-08-18,Yasmin Lima,Monitor 24,Eletronicos,2,799.9,Nordeste,Marketplace,0.0
513,2024-02-15,Julia Almeida,Headset Gamer,Eletronicos,1,199.9,Nordeste,Loja Fisica,0.0
514,2025-10-20,Eduarda Gomes,Camiseta Dry Fit,Moda,2,49.9,Centro-Oeste,Online,0.0
515,2025-12-13,Natalia Gomes,Smartphone X,Eletronicos,1,2812.9,Sudeste,Loja Fisica,0.05
516,2024-05-18,Bruno Barbosa,Cadeira office,Moveis,1,899.9,Sul,Loja Fisica,0.1
517,2024-02-07,Isabela Oliveira,Smartphone X,Eletronicos,2,2899.9,Sudeste,,0.2
518,2024-07-23,Ana Lima,Mouse Sem Fio,Eletronicos,4,87.2,Sul,Online,0.0
519,2025-06-11,Kaique Almeida,Mochila Executiva,Acessorios,1,159.9,Sudeste,Loja Fisica,0.0
520,2024-09-16,Ana Gomes,Tablet Lite,Eletronicos,1,1499.9,Centro-Oeste,Loja Fisica,0.2
521,2024-10-19,Julia Silva,Mesa Compacta,Moveis,1,649.9,Sul,Marketplace,0.1
522,2024-10-06,Carla Lima,Camiseta Dry Fit,Moda,2,49.9,Norte,Online,0.0
523,2025-02-13,Yasmin Rodrigues,Curso SQL Basico,Cursos,2,129.9,Sudeste,Online,0.2
